,Churn Label,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,City,Zip Code,Latitude,Longitude,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population
10,1,1.3352729770855498,No,-0.6503623741877634,-0.8714332098164504,Offer D,Yes,11.59,No,Yes,Fiber Optic,0.41552570652447374,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1.0049272253127768,-0.5119013278538119,0.0,120,-0.7341899008404803,-0.5816649497982718,North Hollywood,91605,-0.8060823452101545,0.6297093730831027,Female,1.8799768911931996,No,Yes,No,Yes,0.5518348616398517,1.654961543857235
11,1,0.18232783174844416,No,-0.6503623741877634,-0.7084477132789835,Offer D,Yes,29.11,No,Yes,Fiber Optic,0.41552570652447374,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3203154687034186,-0.5321994412867118,0.0,0,-0.36903744295878566,-0.5316999305733349,Covina,91722,-0.850615830855194,0.8586734720406021,Male,1.1038737819763953,No,Yes,No,No,-0.48680034160159025,0.5520603175198185
12,1,1.2067922864028224,Yes,-0.3171622431479425,-1.278896951160118,Offer E,No,0.0,No,Yes,DSL,-0.4170346356594002,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.8162729815897881,-0.9885098565250111,0.0,0,-0.8847698169206241,-1.0450140687758767,El Monte,91732,-0.8598720723053617,0.8085979319848738,Male,1.820276652022676,No,Yes,Yes,No,-0.48680034160159025,1.9156412713219577
13,1,-1.7634784179333864,No,-0.6503623741877634,-1.1974042028913845,Offer E,No,0.0,No,Yes,DSL,0.36655156874895173,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.7847010801927548,-0.9479136296592113,0.0,0,-0.8847698169206241,-1.0129046683239755,La Puente,91746,-0.8742544237539249,0.8193887457776082,Male,1.223274260317442,No,Yes,No,No,-0.48680034160159025,0.4095232521759414
14,1,-1.6113302315985778,No,-0.6503623741877634,-0.789940461547717,Offer D,Yes,32.68,Yes,Yes,Cable,-0.4660087734349222,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1.4004068322861443,-0.404233073992343,0.0,10,-0.38298637078768594,-0.43111723365775406,Rowland Heights,91748,-0.8994596880712571,0.8630221959920846,Male,1.2829744994879655,No,Yes,No,No,-0.48680034160159025,1.1441919073811988
15,1,-0.49895793595075455,No,-0.6503623741877634,-0.6677013391446167,Offer D,Yes,9.43,No,Yes,Fiber Optic,-0.5639570489859662,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9866487560829155,-0.33941149000771265,0.0,0,-0.7065637008474255,-0.478953260026641,Ontario,91764,-0.8600361110655824,0.9984406893341801,Female,1.2829744994879655,No,Yes,No,No,-0.48680034160159025,1.2922602618279728
16,1,-0.046739715455628855,No,-0.6503623741877634,-0.9936723322195508,None,Yes,1.78,No,Yes,Fiber Optic,-0.6619053245370102,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.32363882674521144,-0.7386003664658187,0.0,0,-0.8679507879381059,-0.8423793208588183,Alpine,91901,-1.3650741906586157,1.417062345421476,Male,1.1635740211469185,No,Yes,No,No,-0.48680034160159025,-0.26727960933747347
17,1,-2.0136776576839606,No,-0.6503623741877634,-0.3417303460696828,Offer C,Yes,30.87,Yes,Yes,Fiber Optic,-0.2701122223328342,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.37681255541389924,-0.2504969279049012,0.0,0,-0.00970786519533637,-0.20270771157359882,San Diego,92122,-1.352904539820137,1.1821760168880386,Male,1.3426747386584887,No,Yes,No,No,-0.48680034160159025,0.603354750653519
18,1,-0.611378540298141,No,-0.6503623741877634,-1.1566578287570177,Offer E,Yes,31.61,Yes,Yes,Fiber Optic,-0.9067760134146202,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0198823365008454,-0.8314642354213357,0.0,0,-0.7354300680056239,-0.876670066450115,San Diego,92122,-1.352904539820137,1.1821760168880386,Female,1.6411759345111059,No,Yes,No,No,-0.48680034160159025,0.603354750653519
19,1,-0.2496039639020404,Yes,0.016037887891878367,-0.01575935299474879,Offer C,Yes,47.34,Yes,Yes,Fiber Optic,-0.5149829112104443,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3369322589123836,0.010135261206888178,0.0,0,0.9044725022533365,0.2735759115425655,San Diego,92122,-1.352904539820137,1.1821760168880386,Male,1.7605764128521526,No,Yes,Yes,No,-0.48680034160159025,0.603354750653519
20,1,-1.8496957235231113,Yes,-0.3171622431479425,-0.3417303460696828,Offer C,Yes,16.1,No,Yes,Cable,-0.4170346356594002,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9434451015396065,-0.02176807794960434,0.0,0,-0.42838830014779833,-0.14551458709476117,San Diego,92122,-1.352904539820137,1.1821760168880386,Male,1.820276652022676,No,Yes,Yes,No,-0.48680034160159025,0.603354750653519
21,1,-0.21241218502019826,No,-0.6503623741877634,0.8806608779613196,Offer B,Yes,12.08,Yes,Yes,DSL,-0.7598536000880542,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.5878457910677551,0.9132909931370586,0.0,0,-0.11430710723830072,0.6868762476418808,San Diego,92122,-1.352904539820137,1.1821760168880386,Female,1.4023749778290122,No,Yes,No,No,-0.48680034160159025,0.603354750653519
22,1,-1.4617178483693494,No,-0.6503623741877634,-1.2381505770257513,Offer E,Yes,13.17,No,Yes,Fiber Optic,-0.5149829112104443,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.18571946801080166,-0.9448909758110511,0.0,0,-0.8536593377493087,-1.0013208530957298,San Diego,92122,-1.352904539820137,1.1821760168880386,Female,1.6411759345111059,No,Yes,No,No,-0.48680034160159025,0.603354750653519
23,1,0.31926119944977194,No,-0.6503623741877634,-0.46396946847278303,None,No,0.0,No,Yes,Cable,-0.6129311867614882,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.7597758948793073,-0.6355433144603021,0.0,0,-0.8847698169206241,-0.7658367924554871,San Diego,92122,-1.352904539820137,1.1821760168880386,Female,1.820276652022676,No,Yes,No,No,-0.48680034160159025,0.603354750653519
24,1,-1.245329316693177,No,-0.6503623741877634,-0.21949122366658252,None,No,0.0,No,Yes,Cable,-0.36806049788387823,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.1303303165392269,-0.6509875312027259,0.0,140,-0.8847698169206241,-0.7291901941136432,San Diego,92122,-1.352904539820137,1.1821760168880386,Male,1.4620752169995357,No,Yes,Yes,No,-0.48680034160159025,0.603354750653519
25,1,1.2575083485144254,Yes,-0.3171622431479425,-0.8714332098164504,None,Yes,29.54,No,No,None,-1.0047242889656642,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,-1.489252985052871,-0.911487341313866,0.0,0,-0.5009794182142007,-0.8706844553876139,San Diego,92122,-1.352904539820137,1.1821760168880386,Male,1.9396771303637228,No,Yes,Yes,No,-0.48680034160159025,0.603354750653519
26,1,0.9312350155964467,Yes,0.016037887891878367,0.9214072520956864,Offer B,Yes,42.82,Yes,Yes,Fiber Optic,0.3175774309734298,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.6875465323215453,1.1447777389392166,0.0,90,1.8968660789170624,1.4956771435030443,San Diego,92122,-1.352904539820137,1.1821760168880386,Female,1.1635740211469185,No,Yes,Yes,No,-0.48680034160159025,0.603354750653519
27,1,-1.3374634961959222,No,-0.6503623741877634,-1.1974042028913845,Offer E,Yes,9.22,Yes,Yes,Fiber Optic,-0.3190863601083562,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5512888526080318,-0.9031254011061822,0.0,0,-0.8521002704559855,-0.9678258622112843,San Diego,92122,-1.352904539820137,1.1821760168880386,Male,1.820276652022676,No,Yes,No,No,-0.48680034160159025,0.603354750653519
28,1,0.42407439448041795,No,-0.6503623741877634,-1.278896951160118,Offer E,Yes,35.09,No,Yes,Fiber Optic,-0.17216394678179023,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.35022569107955537,-0.9730215134490373,0.0,20,-0.8433246113731124,-1.0135363858763444,Thermal,92274,-1.0779634266713618,1.6883676705053994,Female,1.9993773695342463,No,Yes,No,No,-0.48680034160159025,-0.2421287905106268
29,1,-0.2546755701132007,No,-0.6503623741877634,-1.115911454622651,Offer E,No,0.0,No,Yes,DSL,0.26860329319790777,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-1.2067675515004659,-0.9484210824950337,0.0,0,-0.8847698169206241,-1.0133060358296242,Riverside,92509,-0.8882702194543429,1.0716639360246256,Female,1.820276652022676,No,Yes,No,No,-0.48680034160159025,1.9789438021662202
30,1,-1.4659441868786496,No,-0.6503623741877634,-0.5047158426071497,None,Yes,48.73,Yes,Yes,Fiber Optic,-0.4170346356594002,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.9750170029366396,-0.2197408734207029,0.0,80,0.266341534649759,-0.06888829503807707,Hemet,92544,-1.033999013762398,1.3391691754013397,Female,1.820276652022676,No,Yes,No,No,-0.48680034160159025,0.8095725546435661
31,1,0.7376687118704958,Yes,0.6824381499715201,-1.115911454622651,Offer E,Yes,45.76,Yes,Yes,Fiber Optic,0.07270674209581976,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3186537896825217,-0.8585136778873522,0.0,0,-0.6145314860779155,-0.8623395014223426,Moreno Valley,92557,-0.9019271550521545,1.1611657714334525,Female,1.521775456170059,No,Yes,Yes,No,-0.48680034160159025,1.1381405825506794
32,1,0.09864632926429942,Yes,0.016037887891878367,-0.21949122366658252,None,Yes,7.02,No,Yes,Cable,0.21962915542238576,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3469023330377625,-0.1548972262692978,0.0,0,-0.6609019269384259,-0.31951961632628195,Perris,92571,-0.9595926522622987,1.1859394338800995,Female,1.9993773695342463,No,Yes,Yes,No,-0.48680034160159025,0.1993815422411042
33,1,1.1898869323656214,No,-0.6503623741877634,-1.1566578287570177,None,Yes,48.35,Yes,Yes,Cable,0.17065501764686375,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8121724588887829,-0.853483275862677,0.0,0,-0.656342836217041,-0.8707158667576211,Anaheim,92807,-0.951312137659958,0.9136203812788268,Female,1.6411759345111059,No,Yes,No,No,-0.48680034160159025,0.6694938400120874
34,1,0.40547850503949684,No,-0.6503623741877634,-1.278896951160118,None,Yes,45.81,Yes,Yes,Fiber Optic,0.02373260432029777,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6958549274260277,-0.9684323747598601,0.0,0,-0.8306630951727898,-1.0131454888273645,Brea,92823,-0.920768525540884,0.9110614619550447,Female,1.2829744994879655,No,Yes,No,No,-0.48680034160159025,-0.9801067639825746
35,1,-0.17268460303277602,Yes,0.34923801893169926,1.3288709934393539,Offer B,Yes,18.39,Yes,Yes,Fiber Optic,0.36655156874895173,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,1.3455714245965595,1.9883408574104058,0.0,0,0.5270719172263668,1.7267077699066973,Yorba Linda,92887,-0.9369982369533137,0.9396876602963827,Female,1.8799768911931996,No,Yes,Yes,No,-0.48680034160159025,-0.05893438646169676
36,1,0.5567814236724454,Yes,0.34923801893169926,0.6769290072894859,Offer B,Yes,22.92,Yes,Yes,Fiber Optic,-0.3190863601083562,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,0.8404210022440232,1.0002860597304544,0.0,0,0.44171298291691513,0.9199870047704611,Summerland,93067,-0.7195253694684425,0.07209054272021709,Male,1.7008761736816291,No,Yes,Yes,No,-0.48680034160159025,-1.0194403753809513
37,1,-1.4135375893633266,Yes,-0.3171622431479425,0.4324507624832854,Offer B,Yes,14.52,Yes,Yes,Fiber Optic,-0.7598536000880542,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.5283561168951747,1.0623497478682231,0.0,0,-0.1473309871786947,0.7950151241203276,Santa Barbara,93101,-0.7202524054550963,0.021665025307308516,Male,1.820276652022676,No,Yes,Yes,No,-0.48680034160159025,0.4532535292714924
38,1,1.5787100752212435,No,-0.6503623741877634,0.9621536262300531,Offer B,Yes,48.8,Yes,Yes,Fiber Optic,-0.4170346356594002,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,1.3223079183040085,1.5507179444304393,0.0,0,2.342971924892985,1.9171653767175947,Alpaugh,93201,-0.13278181109646112,0.11971299214902599,Male,1.9993773695342463,No,Yes,Yes,No,-0.48680034160159025,-0.9968424592169801
39,1,1.0174523211861717,Yes,1.6820385430909828,-0.5047158426071497,None,Yes,5.31,Yes,Yes,Fiber Optic,-0.5149829112104443,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9899721141247082,-0.16800274733358309,0.0,0,-0.759335766503248,-0.35897229705544415,Camp Nelson,93208,-0.056703469344040074,0.5406234258865271,Male,1.7008761736816291,No,Yes,Yes,No,-0.48680034160159025,-1.0376416258477483
40,1,-1.9739500756965385,No,-0.6503623741877634,-1.2381505770257513,None,Yes,47.47,Yes,Yes,Fiber Optic,-0.07421567123074622,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.8221425330141617,-0.934984613929125,0.0,0,-0.7726350829599303,-0.9695430171050164,Delano,93215,-0.1722248297329765,0.2538935682343639,Female,1.3426747386584887,No,Yes,No,No,-0.48680034160159025,0.7157770197705139
41,1,0.8720662764662434,No,-0.6503623741877634,-0.9936723322195508,None,Yes,27.95,No,No,None,-1.0047242889656642,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-1.4992230591782503,-0.933749076589731,0.0,0,-0.6206732663243408,-0.923661475981028,Fellows,93224,-0.3976315027368588,0.08659093083468086,Female,1.6411759345111059,No,Yes,No,No,-0.48680034160159025,-1.0170765766190297
42,1,1.0115354472731513,No,-0.6503623741877634,0.7991681296925861,None,No,0.0,No,Yes,DSL,-0.12318980900626822,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,-0.5188324368493147,0.11936999990937447,0.0,30,-0.8847698169206241,-0.15827109346994578,Temecula,92592,-1.0896223296662901,1.2658647005444472,Male,1.7605764128521526,No,Yes,No,No,-0.48680034160159025,1.1361077156154267
43,1,-0.7821226160738707,No,-0.6503623741877634,-1.2381505770257513,None,Yes,43.99,No,Yes,DSL,0.3175774309734298,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.5155090788075216,-0.9660495527481718,0.0,0,-0.7808556195974532,-0.9965428347023979,San Diego,92129,-1.310848241971417,1.2169217132095638,Male,1.3426747386584887,No,Yes,No,No,-0.48680034160159025,1.1858893175414973
44,1,-0.05688292787794943,Yes,-0.3171622431479425,0.024987021139617954,None,Yes,27.78,Yes,Yes,Fiber Optic,-0.6129311867614882,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9883104351038118,0.36411670894324233,0.0,0,0.1980024182924202,0.34479595780577177,San Diego,92129,-1.310848241971417,1.2169217132095638,Male,1.521775456170059,No,Yes,Yes,No,-0.48680034160159025,1.1858893175414973
45,1,-1.6214734440208984,No,-0.6503623741877634,-0.09725210126348229,None,Yes,45.88,Yes,Yes,Fiber Optic,-0.07421567123074622,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.8952564099336079,0.21082182619129838,0.0,0,0.7409121698446902,0.38397640666153754,San Diego,92129,-1.310848241971417,1.2169217132095638,Female,1.3426747386584887,No,Yes,No,No,-0.48680034160159025,1.1858893175414973
46,1,0.882209488888564,No,-0.6503623741877634,-0.5047158426071497,None,Yes,44.44,Yes,Yes,Fiber Optic,-0.36806049788387823,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1.1229064357964282,-0.19308856795663443,0.0,120,0.16500216058374326,-0.06379267279244928,San Diego,92129,-1.310848241971417,1.2169217132095638,Male,1.5814756953405824,No,Yes,No,No,-0.48680034160159025,1.1858893175414973
47,1,-1.6882495924678422,No,-0.6503623741877634,0.5546898848863857,None,Yes,2.37,Yes,Yes,Fiber Optic,-0.02524153345522423,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.5034309315817271,1.1448218652727666,0.0,0,-0.7560050318311482,0.6803845645070398,Biola,93606,0.24359844116879642,-0.12199418156180891,Female,1.1038737819763953,No,Yes,No,No,-0.48680034160159025,-1.0085196251008732
48,1,-0.9596288334644808,Yes,-0.3171622431479425,-1.0344187063539174,None,Yes,21.91,Yes,Yes,Cable,-0.4660087734349222,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0248673735635347,-0.7219206123840011,0.0,0,-0.7036227329986564,-0.7806280575766997,Selma,93662,0.14089802625150932,0.05310125404701596,Male,1.6411759345111059,No,Yes,Yes,No,-0.48680034160159025,0.19257380180676975
49,1,0.7613362075225771,No,-0.6503623741877634,-1.1566578287570177,None,Yes,36.93,No,Yes,Fiber Optic,-0.12318980900626822,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.4682049015632068,-0.8770467379782608,0.0,0,-0.7102960134587145,-0.9052962949834297,Squaw Valley,93675,0.21130062690030285,0.25714826482395015,Female,1.1038737819763953,No,Yes,No,No,-0.48680034160159025,-0.8979411190181771
50,1,1.0808473988256753,No,-0.6503623741877634,0.9214072520956864,None,Yes,37.38,Yes,Yes,Fiber Optic,-0.6619053245370102,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,1.1710951274024268,1.4248034516461356,0.0,100,1.5434774924304437,1.6162270012865954,Fresno,93706,0.18516499954043694,-0.06822716946144725,Female,1.1635740211469185,No,Yes,No,No,-0.48680034160159025,0.645335816665248
51,1,1.2245429081418835,Yes,-0.3171622431479425,-0.5047158426071497,None,Yes,5.37,No,Yes,Fiber Optic,0.17065501764686375,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2953902833899711,-0.36045975111095885,0.0,0,-0.7579184326002268,-0.5107764679962535,Jolon,93928,-0.10801155326919334,-0.6651766780214949,Male,1.4620752169995357,No,Yes,Yes,No,-0.48680034160159025,-1.0346632394077269
52,1,-0.3062368999266636,No,-0.6503623741877634,-0.952925958085184,None,Yes,48.71,Yes,Yes,Fiber Optic,-0.2701122223328342,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.187711917611392,-0.6009041426237229,0.0,0,-0.3669823087994049,-0.5854343141991472,San Francisco,94102,0.6407820485018147,-1.2358514276188177,Male,1.1038737819763953,No,Yes,No,No,-0.48680034160159025,0.3242373928458072
53,1,-1.0238691788058445,No,-0.6503623741877634,-0.9121795839508172,None,Yes,5.46,No,Yes,Fiber Optic,0.17065501764686375,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.2688034190556267,-0.7023726466214474,0.0,30,-0.8202811243331595,-0.7891684600664609,San Francisco,94108,0.6458441631320259,-1.230940604755466,Male,1.3426747386584887,No,Yes,No,No,-0.48680034160159025,-0.39790312892126534
54,1,-0.026453290610987702,No,-0.6503623741877634,-1.278896951160118,None,Yes,36.92,Yes,Yes,Fiber Optic,-0.7108794623125322,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2920669253481778,-0.9737937242861585,0.0,0,-0.8411631771710052,-1.0204887691046256,San Francisco,94114,0.6321082459089238,-1.2430774853065838,Male,1.7008761736816291,No,Yes,Yes,No,-0.48680034160159025,0.39935891749967817
55,1,-0.7601456558255094,No,-0.6503623741877634,-1.1974042028913845,None,Yes,41.9,Yes,Yes,Fiber Optic,-0.4660087734349222,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.4864833707930687,-0.9157675956681948,0.0,0,-0.7363040905791535,-0.9436076959356602,San Francisco,94130,0.6575480248982755,-1.2128717472484276,Female,1.7008761736816291,No,Yes,No,No,-0.48680034160159025,-0.977742965220653
56,1,-1.634152459548799,No,-0.6503623741877634,-1.1566578287570177,None,Yes,6.68,Yes,Yes,Cable,-0.17216394678179023,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6592979889663044,-0.8473497154992573,0.0,0,-0.8532105153466853,-0.9240384124211154,Palo Alto,94304,0.48179730223204315,-1.1237625920042862,Female,1.2829744994879655,No,Yes,No,No,-0.48680034160159025,-0.965214831782468
57,1,-1.966342666379798,No,-0.6503623741877634,0.10647976940835145,None,Yes,20.83,Yes,Yes,Fiber Optic,-0.07421567123074622,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,1.1395232260053934,0.4921933920714856,0.0,120,-0.02368041525595373,0.4224727856815888,Birds Landing,94512,0.7870880162254594,-0.9662040854524595,Male,1.4620752169995357,No,Yes,No,No,-0.48680034160159025,-1.0401472525353852
58,1,1.2676515609367458,No,-0.6503623741877634,-1.2381505770257513,Offer E,Yes,26.62,No,Yes,DSL,-0.4660087734349222,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-0.6584134746046206,-0.9686750695943839,0.0,0,-0.8218874360899169,-1.010744264097918,Byron,94514,0.6625445240243972,-0.8562735982608615,Male,1.9993773695342463,No,Yes,No,No,-0.48680034160159025,-0.5666783605224731
