,Churn Label,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Latitude,Longitude,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population,CityEncodedSortNormal,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Offer_Offer A,Offer_Offer B,Offer_Offer E,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,refundBinned_No Refund,refundBinned_Refund
25,1,1.2575083485144254,1,-0.31716224314794206,-0.871433209816449,0,0,-1.004724288965662,0,0,0,0,0,0,0,0,0,-1.4892529850528713,-0.9114873413138661,-0.5009794182142,-0.8706844553876161,-1.3529045398202035,1.1821760168877398,1.9396771303637184,0,1,1,0,-0.48680034160157515,0.6033547506535181,-1.0083121071477843,0,0,1,0,0,0,1,0,0,0,0,1,1,0
26,1,0.9312350155964467,1,0.016037887891878343,0.9214072520956847,1,1,0.31757743097342905,0,1,1,0,0,0,0,0,1,0.687546532321542,1.1447777389392135,1.8968660789170606,1.495677143503044,-1.3529045398202035,1.1821760168877398,1.1635740211469159,0,1,1,0,-0.48680034160157515,0.6033547506535181,-1.0083121071477843,0,1,0,0,1,0,1,0,0,1,0,0,1,0
27,1,-1.3374634961959222,0,-0.6503623741877624,-1.1974042028913823,1,1,-0.3190863601083555,0,1,0,0,0,0,0,1,1,0.5512888526080287,-0.9031254011061823,-0.8521002704559846,-0.9678258622112867,-1.3529045398202035,1.1821760168877398,1.8202766520226719,0,1,0,0,-0.48680034160157515,0.6033547506535181,-1.0083121071477843,0,1,0,0,0,1,1,0,0,1,0,0,1,0
28,1,0.42407439448041795,0,-0.6503623741877624,-1.2788969511601158,0,1,-0.17216394678178984,0,0,1,0,0,0,0,0,1,0.3502256910795525,-0.9730215134490374,-0.8433246113731115,-1.0135363858763469,-1.0779634266714282,1.6883676705050994,1.9993773695342416,0,1,0,0,-0.48680034160157515,-0.24212879051062647,1.0726617449802474,0,1,0,0,0,1,1,0,0,1,0,0,1,0
29,1,-0.2546755701132007,0,-0.6503623741877624,-1.115911454622649,0,1,0.26860329319790716,0,1,0,0,0,0,0,1,0,-1.2067675515004666,-0.9484210824950338,-0.8847698169206231,-1.0133060358296264,-0.8882702194544092,1.0716639360243267,1.8202766520226719,0,1,0,0,-0.48680034160157515,1.9789438021662173,-0.9713549212493358,1,0,0,0,0,1,1,0,0,1,0,0,1,0
30,1,-1.4659441868786496,0,-0.6503623741877624,-0.5047158426071489,1,1,-0.41703463565939924,0,1,1,0,0,1,0,0,1,0.9750170029366358,-0.219740873420704,0.2663415346497589,-0.06888829503807871,-1.0339990137624644,1.3391691754010404,1.8202766520226719,0,1,0,0,-0.48680034160157515,0.809572554643565,-0.8206833172018143,0,1,0,0,0,0,1,0,0,1,0,0,1,0
31,1,0.7376687118704958,1,0.6824381499715191,-1.115911454622649,1,1,0.07270674209581961,0,0,0,0,0,0,0,1,1,0.3186537896825189,-0.8585136778873524,-0.614531486077915,-0.8623395014223448,-0.9019271550522209,1.1611657714331534,1.5217754561700554,0,1,1,0,-0.48680034160157515,1.1381405825506778,-0.8690119449151702,0,1,0,0,0,1,1,0,0,1,0,0,1,0
32,1,0.09864632926429942,1,0.016037887891878343,-0.21949122366658214,0,1,0.21962915542238526,1,0,0,0,0,0,0,1,1,0.3469023330377597,-0.154897226269299,-0.6609019269384251,-0.3195196163262838,-0.9595926522623651,1.1859394338798006,1.9993773695342416,0,1,1,0,-0.48680034160157515,0.1993815422411039,-0.5875687599962152,0,0,0,0,0,0,1,0,0,1,0,0,1,0
33,1,1.1898869323656214,0,-0.6503623741877624,-1.1566578287570157,1,1,0.1706550176468634,0,0,1,0,1,0,0,1,1,0.8121724588887793,-0.8534832758626772,-0.6563428362170403,-0.8707158667576235,-0.9513121376600244,0.9136203812785283,1.641175934511102,0,1,0,0,-0.48680034160157515,0.6694938400120866,-0.9486120376195212,0,0,0,0,0,0,1,0,0,1,0,0,1,0
34,1,0.40547850503949684,0,-0.6503623741877624,-1.2788969511601158,1,1,0.023732604320297713,0,0,0,0,1,0,0,1,1,0.6958549274260244,-0.9684323747598602,-0.830663095172789,-1.013145488827367,-0.9207685255409503,0.9110614619547462,1.2829744994879624,0,1,0,0,-0.48680034160157515,-0.9801067639825732,-0.6501116899782051,0,1,0,0,0,0,1,0,0,1,0,0,1,0
35,1,-0.17268460303277602,1,0.3492380189316987,1.3288709934393514,1,1,0.3665515687489509,1,0,1,0,1,1,0,1,0,1.3455714245965553,1.9883408574104013,0.5270719172263664,1.726707769906697,-0.9369982369533801,0.9396876602960842,1.879976891193195,0,1,1,0,-0.48680034160157515,-0.05893438646169668,-0.6756974340617465,0,1,0,0,1,0,1,0,0,1,0,0,1,0
36,1,0.5567814236724454,1,0.3492380189316987,0.6769290072894847,1,1,-0.3190863601083555,0,1,0,0,0,1,0,1,0,0.8404210022440196,1.0002860597304515,0.44171298291691485,0.9199870047704604,-0.7195253694685088,0.07209054271992013,1.7008761736816254,0,1,1,0,-0.48680034160157515,-1.01944037538095,0.3619466315485425,0,1,0,0,1,0,1,0,0,0,1,0,1,0
37,1,-1.4135375893633266,1,-0.31716224314794206,0.4324507624832847,1,1,-0.7598536000880525,0,1,1,1,1,1,0,1,1,1.52835611689517,1.0623497478682202,-0.14733098717869442,0.7950151241203266,-0.7202524054551626,0.02166502530701165,1.8202766520226719,0,1,1,0,-0.48680034160157515,0.45325352927149176,-0.951454898073248,0,1,0,0,1,0,1,0,0,1,0,0,1,0
38,1,1.5787100752212435,0,-0.6503623741877624,0.9621536262300514,1,1,-0.41703463565939924,1,0,1,0,1,1,0,1,1,1.3223079183040043,1.5507179444304358,2.3429719248929826,1.9171653767175945,-0.1327818110965273,0.11971299214872894,1.9993773695342416,0,1,1,0,-0.48680034160157515,-0.9968424592169787,1.3171477440007537,0,1,0,0,1,0,0,1,0,1,0,0,1,0
39,1,1.0174523211861717,1,1.6820385430909803,-0.5047158426071489,1,1,-0.514982911210443,0,0,0,0,1,1,1,1,1,0.9899721141247044,-0.16800274733358425,-0.7593357665032471,-0.35897229705544603,-0.05670346934410628,0.5406234258862292,1.7008761736816254,0,1,1,0,-0.48680034160157515,-1.0376416258477468,0.38468951517835703,0,1,0,0,0,0,1,0,0,1,0,0,1,0
40,1,-1.9739500756965385,0,-0.6503623741877624,-1.238150577025749,1,1,-0.07421567123074606,0,1,0,0,0,1,1,1,0,0.8221425330141582,-0.9349846139291251,-0.7726350829599293,-0.9695430171050189,-0.17222482973304273,0.25389356823406656,1.3426747386584856,0,1,0,0,-0.48680034160157515,0.715777019770513,0.9191472804789991,0,1,0,0,0,0,1,0,0,1,0,0,1,0
41,1,0.8720662764662434,0,-0.6503623741877624,-0.993672332219549,0,0,-1.004724288965662,0,0,0,0,0,0,0,0,0,-1.4992230591782505,-0.9337490765897312,-0.6206732663243401,-0.9236614759810302,-0.3976315027369251,0.08659093083438388,1.641175934511102,0,1,0,0,-0.48680034160157515,-1.0170765766190282,0.9760044895535355,0,0,1,0,0,0,1,0,0,1,0,0,1,0
42,1,1.0115354472731513,0,-0.6503623741877624,0.7991681296925848,0,1,-0.12318980900626794,0,1,0,0,1,1,1,0,1,-0.5188324368493162,0.1193699999093729,-0.8847698169206231,-0.1582710934699475,-1.0896223296663565,1.2658647005441481,1.7605764128521486,0,1,0,0,-0.48680034160157515,1.1361077156154251,-0.9741977817030626,1,0,0,0,0,0,1,0,0,1,0,0,1,0
43,1,-0.7821226160738707,0,-0.6503623741877624,-1.238150577025749,0,1,0.31757743097342905,1,0,0,0,0,0,0,1,1,-0.5155090788075232,-0.966049552748172,-0.7808556195974523,-0.9965428347024002,-1.3108482419714833,1.2169217132092647,1.3426747386584856,0,1,0,0,-0.48680034160157515,1.1858893175414955,-1.0083121071477843,1,0,0,0,0,0,1,0,0,1,0,0,1,0
44,1,-0.05688292787794943,1,-0.31716224314794206,0.02498702113961791,1,1,-0.6129311867614868,0,0,0,0,1,1,0,1,1,0.9883104351038081,0.3641167089432404,0.19800241829242018,0.3447959578057705,-1.3108482419714833,1.2169217132092647,1.5217754561700554,0,1,1,0,-0.48680034160157515,1.1858893175414955,-1.0083121071477843,0,1,0,0,0,0,1,0,0,1,0,0,1,0
45,1,-1.6214734440208984,0,-0.6503623741877624,-0.09725210126348212,1,1,-0.07421567123074606,1,1,1,0,0,0,0,1,0,0.8952564099336042,0.2108218261912967,0.7409121698446897,0.38397640666153626,-1.3108482419714833,1.2169217132092647,1.3426747386584856,0,1,0,0,-0.48680034160157515,1.1858893175414955,-1.0083121071477843,0,1,0,0,0,0,1,0,0,0,1,0,1,0
46,1,0.882209488888564,0,-0.6503623741877624,-0.5047158426071489,1,1,-0.3680604978838774,0,0,1,0,1,1,0,0,1,1.1229064357964245,-0.19308856795663554,0.16500216058374326,-0.06379267279245092,-1.3108482419714833,1.2169217132092647,1.5814756953405786,0,1,0,0,-0.48680034160157515,1.1858893175414955,-1.0083121071477843,0,1,0,0,0,0,1,0,0,1,0,0,1,0
47,1,-1.6882495924678422,0,-0.6503623741877624,0.5546898848863847,1,1,-0.025241533455224174,1,1,1,0,1,1,1,1,1,1.5034309315817227,1.1448218652727635,-0.7560050318311474,0.6803845645070387,0.24359844116873028,-0.12199418156210551,1.1038737819763926,0,1,0,0,-0.48680034160157515,-1.008519625100872,0.5609468633094199,0,1,0,0,0,0,0,1,0,1,0,0,1,0
48,1,-0.9596288334644808,1,-0.31716224314794206,-1.0344187063539156,1,1,-0.46600877343492114,0,0,0,0,1,1,0,1,1,1.0248673735635307,-0.7219206123840014,-0.7036227329986556,-0.780628057576702,0.14089802625144315,0.05310125404671903,1.641175934511102,0,1,1,0,-0.48680034160157515,0.1925738018067695,0.0662891443609533,0,0,0,0,0,0,1,0,0,1,0,0,1,0
49,1,0.7613362075225771,0,-0.6503623741877624,-1.1566578287570157,0,1,-0.12318980900626794,0,0,0,0,1,0,0,1,1,0.46820490156320377,-0.877046737978261,-0.7102960134587137,-0.9052962949834319,0.21130062690023668,0.2571482648236529,1.1038737819763926,0,1,0,0,-0.48680034160157515,-0.8979411190181759,1.439390743511007,0,1,0,0,0,0,1,0,0,1,0,0,1,0
50,1,1.0808473988256753,0,-0.6503623741877624,0.9214072520956847,1,1,-0.6619053245370087,0,0,1,0,1,1,1,0,1,1.1710951274024228,1.424803451646132,1.5434774924304424,1.6162270012865951,0.1851649995403708,-0.06822716946174395,1.1635740211469159,0,1,0,0,-0.48680034160157515,0.6453358166652471,-0.9969406653328771,0,1,0,0,0,0,0,1,0,1,0,0,1,0
51,1,1.2245429081418835,1,-0.31716224314794206,-0.5047158426071489,0,1,0.1706550176468634,0,1,0,0,0,0,0,1,1,0.2953902833899683,-0.36045975111095974,-0.757918432600226,-0.5107764679962555,-0.10801155326925956,-0.6651766780217906,1.4620752169995321,0,1,1,0,-0.48680034160157515,-1.0346632394077255,-0.18103971511328,0,1,0,0,0,0,1,0,0,1,0,0,1,0
52,1,-0.3062368999266636,0,-0.6503623741877624,-0.9529259580851823,1,1,-0.2701122223328336,0,0,1,0,1,1,1,1,1,1.187711917611388,-0.6009041426237235,-0.3669823087994044,-0.5854343141991493,0.6407820485017487,-1.2358514276191122,1.1038737819763926,0,1,0,0,-0.48680034160157515,0.32423739284580677,-0.9997835257866039,0,1,0,0,0,0,1,0,0,1,0,0,1,0
53,1,-1.0238691788058445,0,-0.6503623741877624,-0.9121795839508157,0,1,0.1706550176468634,0,1,0,0,0,0,0,0,1,0.26880341905562394,-0.7023726466214478,-0.8202811243331586,-0.7891684600664631,0.6458441631319598,-1.2309406047557605,1.3426747386584856,0,1,0,0,-0.48680034160157515,-0.39790312892126484,-0.9997835257866039,0,1,0,0,0,0,1,0,0,1,0,0,1,0
54,1,-0.026453290610987702,0,-0.6503623741877624,-1.2788969511601158,1,1,-0.7108794623125306,0,0,0,0,0,0,0,1,1,0.292066925348175,-0.9737937242861586,-0.8411631771710043,-1.020488769104628,0.6321082459088577,-1.2430774853068784,1.7008761736816254,0,1,1,0,-0.48680034160157515,0.3993589174996776,-0.9997835257866039,0,1,0,0,0,0,1,0,0,1,0,0,1,0
55,1,-0.7601456558255094,0,-0.6503623741877624,-1.1974042028913823,1,1,-0.46600877343492114,0,1,0,0,0,0,0,1,1,0.48648337079306564,-0.9157675956681949,-0.7363040905791527,-0.9436076959356625,0.6575480248982094,-1.212871747248722,1.7008761736816254,0,1,0,0,-0.48680034160157515,-0.9777429652206516,-0.9997835257866039,0,1,0,0,0,0,1,0,0,1,0,0,1,0
56,1,-1.634152459548799,0,-0.6503623741877624,-1.1566578287570157,1,1,-0.17216394678178984,0,0,0,0,0,1,0,1,1,0.6592979889663011,-0.8473497154992575,-0.8532105153466845,-0.9240384124211177,0.48179730223197703,-1.1237625920045808,1.2829744994879624,0,1,0,0,-0.48680034160157515,-0.9652148317824667,-0.8832262471838043,0,0,0,0,0,0,1,0,0,1,0,0,1,0
57,1,-1.966342666379798,0,-0.6503623741877624,0.10647976940835126,1,1,-0.07421567123074606,0,0,1,0,1,1,0,0,1,1.1395232260053894,0.4921933920714835,-0.023680415255953574,0.4224727856815876,0.7870880162253934,-0.9662040854527545,1.4620752169995321,0,1,0,0,-0.48680034160157515,-1.0401472525353839,-0.04173955288066583,0,1,0,0,0,0,1,0,0,1,0,0,1,0
58,1,1.2676515609367458,0,-0.6503623741877624,-1.238150577025749,0,1,-0.46600877343492114,0,0,0,0,0,0,0,1,0,-0.658413474604622,-0.9686750695943839,-0.821887436089916,-1.0107442640979205,0.6625445240243312,-0.8562735982611567,1.9993773695342416,0,1,0,0,-0.48680034160157515,-0.5666783605224723,1.7947483002268594,1,0,0,0,0,1,1,0,0,0,1,0,1,0
59,1,0.5779131162189467,0,-0.6503623741877624,-0.993672332219549,0,1,0.31757743097342905,1,0,0,1,1,1,1,1,0,1.1810652015278018,-0.6389631053104107,-0.7754461285342549,-0.7362368114519484,0.5343759777393822,-0.9944338903418005,1.1635740211469159,0,1,0,0,-0.48680034160157515,1.1713755931432965,-0.8746976658226239,0,1,0,0,0,0,1,0,0,0,1,0,1,0
60,1,0.3623698522446344,1,0.016037887891878343,0.47319713661765134,0,1,0.3665515687489509,0,1,0,0,0,0,0,1,1,-1.1436237487063996,-0.40626288533563376,-0.8847698169206231,-0.5844884829467073,0.5566354299503362,-0.8832418136849227,1.5814756953405786,0,1,1,0,-0.48680034160157515,2.542946186760729,0.5922183283004149,0,0,0,0,0,0,1,0,0,1,0,0,1,0
61,1,0.5508645497594251,1,-0.31716224314794206,1.2066318710362516,1,1,-0.2211380845573117,0,1,1,0,1,1,1,1,1,1.2957210539696604,1.8104896700380042,-0.3641122076457865,1.3226947288728717,0.9284732261764025,-1.1666343540981954,1.8202766520226719,0,1,1,0,-0.48680034160157515,1.9764854514538188,-0.667168852700566,0,1,0,0,0,0,0,1,0,1,0,0,1,0
62,1,-0.6756188856395047,1,-0.31716224314794206,0.02498702113961791,1,1,-0.2701122223328336,0,1,0,0,0,0,0,1,1,0.5263636672945813,0.16596740813794295,0.4088662697143987,0.25038035986828844,0.5815907883045678,-0.9773889718930375,1.7605764128521486,0,1,1,0,-0.48680034160157515,0.6868913988998301,-0.5818830390887615,0,0,0,0,0,0,1,0,0,1,0,0,1,0
63,1,0.8610777963420628,0,-0.6503623741877624,-1.1566578287570157,1,1,0.12168087987134149,0,0,0,0,1,1,1,1,1,0.981663719020222,-0.8189544198599726,-0.6509097229221257,-0.8417999555897971,0.6355392887183084,-1.030483878936104,1.1038737819763926,0,1,0,0,-0.48680034160157515,1.0371590994413837,0.11746063252803604,0,1,0,0,0,1,1,0,0,1,0,0,1,0
64,1,-1.7102265527162035,1,-0.31716224314794206,-0.21949122366658214,1,1,0.12168087987134149,0,0,0,0,0,0,0,1,1,0.35687240716313856,-0.17051794834592188,-0.5467356810500676,-0.29813894380798506,0.6025273995503845,-1.000441989693705,1.7008761736816254,0,1,1,0,-0.48680034160157515,0.30390872349328035,-0.5818830390887615,0,1,0,0,0,0,1,0,0,1,0,0,1,0
65,1,1.2727231671479062,0,-0.6503623741877624,-0.993672332219549,1,1,0.4155257065244728,0,0,1,0,1,1,0,1,1,1.1910352756531808,-0.6446774655051074,-0.5025621077392404,-0.660120081619827,0.6780111514262551,-1.1557205376533957,1.7008761736816254,0,1,0,0,-0.48680034160157515,-0.044184282187305426,-0.9685120607956089,0,1,0,0,0,1,1,0,0,1,0,0,1,0
66,1,0.07244303050663792,1,-0.31716224314794206,-1.1974042028913823,0,1,-0.9067760134146181,1,0,0,1,1,0,0,1,1,0.7822622365126422,-0.8854528045194945,-0.7934580802184825,-0.936519196770683,0.6886785312482948,-1.1709422318859795,1.2829744994879624,0,1,1,0,-0.48680034160157515,-0.4846072675085518,-0.9685120607956089,0,1,0,0,0,1,1,0,0,0,0,1,1,0
